method_name,num_params,line_number,num_calls,num_locals,num_returns,num_invocations,body_size,num_control_structures,full_name
getClass,1,None,0,0,0,0,5,0,org.springframework.beans.factory.xml.SimpleConstructorNamespaceHandlerTests.getClass:java.lang.Class()
setParameterNameDiscoverer,2,None,0,0,0,0,7,0,<unresolvedNamespace>.setParameterNameDiscoverer:<unresolvedSignature>(1)
<init>,1,None,0,0,0,0,5,0,org.springframework.core.LocalVariableTableParameterNameDiscoverer.<init>:void()
standardSubsystemTest,2,None,0,0,0,0,7,0,org.jboss.as.remoting.RemotingSubsystemTestCase.standardSubsystemTest:<unresolvedSignature>(1)
installInController,3,None,0,0,0,0,9,0,org.jboss.as.remoting.RemotingSubsystemTestCase.installInController:<unresolvedSignature>(2)
readResource,2,None,0,0,0,0,7,0,org.jboss.as.remoting.RemotingSubsystemTestCase.readResource:<unresolvedSignature>(1)
getRequiredService,2,None,0,0,0,0,7,0,<unresolvedNamespace>.getRequiredService:<unresolvedSignature>(1)
getContainer,1,None,0,0,0,0,5,0,org.jboss.as.subsystem.test.KernelServices.getContainer:<unresolvedSignature>(0)
assertNotNull,2,None,0,0,0,0,7,0,org.jboss.as.remoting.RemotingSubsystemTestCase.assertNotNull:<unresolvedSignature>(1)
serverServiceName,2,None,0,0,0,0,7,0,<unresolvedNamespace>.serverServiceName:<unresolvedSignature>(1)
readWholeModel,1,None,0,0,0,0,5,0,org.jboss.as.subsystem.test.KernelServices.readWholeModel:<unresolvedSignature>(0)
assertEquals,3,None,0,0,0,0,9,0,org.jboss.as.remoting.RemotingSubsystemTestCase.assertEquals:<unresolvedSignature>(2)
get,4,None,0,0,0,0,11,0,<unresolvedNamespace>.get:<unresolvedSignature>(3)
executeOperation,2,None,0,0,0,0,7,0,org.jboss.as.subsystem.test.KernelServices.executeOperation:<unresolvedSignature>(1)
assertFalse,3,None,0,0,0,0,9,0,org.jboss.as.remoting.RemotingSubsystemTestCase.assertFalse:<unresolvedSignature>(2)
get,7,None,0,0,0,0,17,0,<unresolvedNamespace>.get:<unresolvedSignature>(6)
assertFalse,2,None,0,0,0,0,7,0,org.jboss.as.remoting.RemotingSubsystemTestCase.assertFalse:<unresolvedSignature>(1)
fail,2,None,0,0,0,0,7,0,org.jboss.as.remoting.RemotingSubsystemTestCase.fail:<unresolvedSignature>(1)
assertNotNull,3,None,0,0,0,0,9,0,org.jboss.as.remoting.RemotingSubsystemTestCase.assertNotNull:<unresolvedSignature>(2)
getService,1,None,0,0,0,0,5,0,org.jboss.msc.service.ServiceController.getService:<unresolvedSignature>(0)
compareXml,5,None,0,0,0,0,13,0,org.jboss.as.subsystem.test.AbstractSubsystemBaseTest.compareXml:<unresolvedSignature>(4)
assertNotNull,2,None,0,0,0,0,7,0,org.jboss.as.remoting.RemotingSubsystemTestCase$CurrentConnectorAndController.assertNotNull:<unresolvedSignature>(1)
checkStatus,4,None,0,0,0,0,11,0,org.jboss.as.remoting.RemotingSubsystemTestCase$CurrentConnectorAndController.checkStatus:<unresolvedSignature>(3)
assertNotSame,3,None,0,0,0,0,9,0,org.jboss.as.remoting.RemotingSubsystemTestCase$CurrentConnectorAndController.assertNotSame:<unresolvedSignature>(2)
assertSame,3,None,0,0,0,0,9,0,org.jboss.as.remoting.RemotingSubsystemTestCase$CurrentConnectorAndController.assertSame:<unresolvedSignature>(2)
addSocketBinding,3,None,0,0,0,0,9,0,org.jboss.as.subsystem.test.ControllerInitializer.addSocketBinding:<unresolvedSignature>(2)
addService,4,None,0,0,0,0,11,0,org.jboss.as.server.services.path.AbsolutePathService.addService:<unresolvedSignature>(3)
getAbsolutePath,1,None,0,0,0,0,5,0,java.io.File.getAbsolutePath:<unresolvedSignature>(0)
currentTimeMillis,1,None,0,0,0,0,5,0,<unresolvedNamespace>.currentTimeMillis:<unresolvedSignature>(0)
addRemoteOutboundSocketBinding,4,None,0,0,0,0,11,0,org.jboss.as.subsystem.test.ControllerInitializer.addRemoteOutboundSocketBinding:<unresolvedSignature>(3)
newCommandContext,1,None,0,0,0,0,5,0,<unresolvedNamespace>.newCommandContext:<unresolvedSignature>(0)
getInstance,1,None,0,0,0,0,5,0,org.jboss.as.cli.CommandContextFactory.getInstance:<unresolvedSignature>(0)
connectController,1,None,0,0,0,0,5,0,org.jboss.as.cli.CommandContext.connectController:<unresolvedSignature>(0)
handle,2,None,0,0,0,0,7,0,org.jboss.as.cli.CommandContext.handle:<unresolvedSignature>(1)
terminateSession,1,None,0,0,0,0,5,0,org.jboss.as.cli.CommandContext.terminateSession:<unresolvedSignature>(0)
getParameter,2,None,0,0,0,0,7,0,javax.servlet.http.HttpServletRequest.getParameter:<unresolvedSignature>(1)
getClassLoader,1,None,0,0,0,0,5,0,java.lang.Class.getClassLoader:<unresolvedSignature>(0)
getBundle,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getBundle:<unresolvedSignature>(0)
getSymbolicName,1,None,0,0,0,0,5,0,org.osgi.framework.Bundle.getSymbolicName:<unresolvedSignature>(0)
echo,2,None,0,0,0,0,7,0,org.jboss.as.test.integration.osgi.xservice.api.Echo.echo:<unresolvedSignature>(1)
setAutowireMode,2,None,0,0,0,0,7,0,org.springframework.orm.jpa.toplink.TopLinkMultiEntityManagerFactoryIntegrationTests.setAutowireMode:<unresolvedSignature>(1)
createEntityManager,1,None,0,0,0,0,5,0,javax.persistence.EntityManagerFactory.createEntityManager:<unresolvedSignature>(0)
createQuery,2,None,0,0,0,0,7,0,javax.persistence.EntityManager.createQuery:<unresolvedSignature>(1)
fail,2,None,0,0,0,0,7,0,org.springframework.orm.jpa.toplink.TopLinkMultiEntityManagerFactoryIntegrationTests.fail:<unresolvedSignature>(1)
close,1,None,0,0,0,0,5,0,javax.persistence.EntityManager.close:<unresolvedSignature>(0)
setSubsystemXmlMapping,3,None,0,0,0,0,9,0,org.jboss.as.controller.parsing.ExtensionParsingContext.setSubsystemXmlMapping:<unresolvedSignature>(2)
registerSubsystem,2,None,0,0,0,0,7,0,org.jboss.as.controller.ExtensionContext.registerSubsystem:<unresolvedSignature>(1)
registerSubsystemModel,2,None,0,0,0,0,7,0,org.jboss.as.controller.SubsystemRegistration.registerSubsystemModel:<unresolvedSignature>(1)
registerXMLElementWriter,2,None,0,0,0,0,7,0,org.jboss.as.controller.SubsystemRegistration.registerXMLElementWriter:<unresolvedSignature>(1)
startSubsystemElement,3,None,0,0,0,0,9,0,org.jboss.as.controller.persistence.SubsystemMarshallingContext.startSubsystemElement:<unresolvedSignature>(2)
getSubsystemDescribeOperation,2,None,0,0,0,0,7,0,org.jboss.as.controller.descriptions.common.CommonDescriptions.getSubsystemDescribeOperation:<unresolvedSignature>(1)
<init>,2,None,0,0,0,0,7,0,org.springframework.jdbc.core.simple.SimpleJdbcTemplate.<init>:<unresolvedSignature>(1)
countRowsInTable,3,None,0,0,0,0,9,0,org.springframework.test.jdbc.SimpleJdbcTestUtils.countRowsInTable:<unresolvedSignature>(2)
deleteFromTables,3,None,0,0,0,0,9,0,org.springframework.test.jdbc.SimpleJdbcTestUtils.deleteFromTables:<unresolvedSignature>(2)
executeSqlScript,4,None,0,0,0,0,11,0,org.springframework.test.jdbc.SimpleJdbcTestUtils.executeSqlScript:<unresolvedSignature>(3)
<init>,3,None,0,0,0,0,9,0,org.springframework.core.io.support.EncodedResource.<init>:<unresolvedSignature>(2)
nextInt,2,None,0,0,0,0,7,0,<unresolvedNamespace>.TestRandomGenerator.nextInt:<unresolvedSignature>(1)
fail,2,None,0,0,0,0,7,0,org.apache.commons.math.random.AbstractRandomGeneratorTest.fail:<unresolvedSignature>(1)
<init>,1,None,0,0,0,0,5,0,org.apache.commons.math.stat.Frequency.<init>:void()
assertTrue,3,None,0,0,0,0,9,0,org.apache.commons.math.random.AbstractRandomGeneratorTest.assertTrue:<unresolvedSignature>(2)
addValue,2,None,0,0,0,0,7,0,org.apache.commons.math.stat.Frequency.addValue:<unresolvedSignature>(1)
getCount,2,None,0,0,0,0,7,0,org.apache.commons.math.stat.Frequency.getCount:<unresolvedSignature>(1)
chiSquare,3,None,0,0,0,0,9,0,<unresolvedNamespace>.chiSquare:<unresolvedSignature>(2)
nextLong,1,None,0,0,0,0,5,0,<unresolvedNamespace>.TestRandomGenerator.nextLong:<unresolvedSignature>(0)
nextBoolean,1,None,0,0,0,0,5,0,<unresolvedNamespace>.TestRandomGenerator.nextBoolean:<unresolvedSignature>(0)
nextFloat,1,None,0,0,0,0,5,0,<unresolvedNamespace>.TestRandomGenerator.nextFloat:<unresolvedSignature>(0)
addData,3,None,0,0,0,0,9,0,<unresolvedNamespace>.addData:<unresolvedSignature>(2)
assertEquals,5,None,0,0,0,0,13,0,org.apache.commons.math.stat.regression.SimpleRegressionTest.assertEquals:<unresolvedSignature>(4)
getSlope,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getSlope:<unresolvedSignature>(0)
getSlopeStdErr,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getSlopeStdErr:<unresolvedSignature>(0)
assertEquals,4,None,0,0,0,0,11,0,org.apache.commons.math.stat.regression.SimpleRegressionTest.assertEquals:<unresolvedSignature>(3)
getN,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getN:<unresolvedSignature>(0)
getIntercept,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getIntercept:<unresolvedSignature>(0)
getInterceptStdErr,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getInterceptStdErr:<unresolvedSignature>(0)
getRSquare,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getRSquare:<unresolvedSignature>(0)
getRegressionSumSquares,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getRegressionSumSquares:<unresolvedSignature>(0)
getMeanSquareError,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getMeanSquareError:<unresolvedSignature>(0)
getSumSquaredErrors,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getSumSquaredErrors:<unresolvedSignature>(0)
predict,2,None,0,0,0,0,7,0,<unresolvedNamespace>.predict:<unresolvedSignature>(1)
addData,2,None,0,0,0,0,7,0,<unresolvedNamespace>.addData:<unresolvedSignature>(1)
getR,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getR:<unresolvedSignature>(0)
assertTrue,3,None,0,0,0,0,9,0,org.apache.commons.math.stat.regression.SimpleRegressionTest.assertTrue:<unresolvedSignature>(2)
isNaN,2,None,0,0,0,0,7,0,java.lang.Double.isNaN:<unresolvedSignature>(1)
getTotalSumSquares,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getTotalSumSquares:<unresolvedSignature>(0)
getSignificance,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getSignificance:<unresolvedSignature>(0)
getSlopeConfidenceInterval,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getSlopeConfidenceInterval:<unresolvedSignature>(0)
getSlopeConfidenceInterval,2,None,0,0,0,0,7,0,<unresolvedNamespace>.getSlopeConfidenceInterval:<unresolvedSignature>(1)
fail,2,None,0,0,0,0,7,0,org.apache.commons.math.stat.regression.SimpleRegressionTest.fail:<unresolvedSignature>(1)
assertTrue,2,None,0,0,0,0,7,0,org.apache.commons.math.stat.regression.SimpleRegressionTest.assertTrue:<unresolvedSignature>(1)
removeData,3,None,0,0,0,0,9,0,<unresolvedNamespace>.removeData:<unresolvedSignature>(2)
removeData,2,None,0,0,0,0,7,0,<unresolvedNamespace>.removeData:<unresolvedSignature>(1)
assertEquals,3,None,0,0,0,0,9,0,org.apache.commons.math.stat.regression.SimpleRegressionTest.assertEquals:<unresolvedSignature>(2)
protect,1,None,0,0,0,0,5,0,<unresolvedNamespace>.protect:<unresolvedSignature>(0)
assertEquals,3,None,0,0,0,0,9,0,<unresolvedNamespace>.assertEquals:<unresolvedSignature>(2)
addClasses,12,None,0,0,0,0,27,0,org.jboss.shrinkwrap.api.spec.JavaArchive.addClasses:<unresolvedSignature>(11)
addAsLibrary,2,None,0,0,0,0,7,0,org.jboss.shrinkwrap.api.spec.ResourceAdapterArchive.addAsLibrary:<unresolvedSignature>(1)
addAsManifestResource,3,None,0,0,0,0,9,0,org.jboss.shrinkwrap.api.spec.ResourceAdapterArchive.addAsManifestResource:<unresolvedSignature>(2)
lookup,2,None,0,0,0,0,7,0,javax.naming.Context.lookup:java.lang.Object(java.lang.String)
assertNotNull,2,None,0,0,0,0,7,0,org.jboss.as.test.smoke.embedded.deployment.rar.AS7_1452.AS7_1452TestCase.assertNotNull:<unresolvedSignature>(1)
assertEquals,3,None,0,0,0,0,9,0,org.jboss.as.test.smoke.embedded.deployment.rar.AS7_1452.AS7_1452TestCase.assertEquals:<unresolvedSignature>(2)
getResourceAdapterProperty,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getResourceAdapterProperty:<unresolvedSignature>(0)
getManagedConnectionFactoryProperty,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getManagedConnectionFactoryProperty:<unresolvedSignature>(0)
getProperty,1,None,0,0,0,0,5,0,<unresolvedNamespace>.getProperty:<unresolvedSignature>(0)
setUp,1,None,0,0,0,0,5,0,<unresolvedNamespace>.setUp:<unresolvedSignature>(0)
newSampleData,4,None,0,0,0,0,11,0,<unresolvedNamespace>.newSampleData:<unresolvedSignature>(3)
getClass,1,None,0,0,0,0,5,0,org.apache.commons.lang3.Range.getClass:java.lang.Class()
hashCode,1,None,0,0,0,0,5,0,java.lang.Class.hashCode:int()
equals,2,None,0,0,0,0,7,0,java.lang.Class.equals:boolean(java.lang.Object)
getClass,1,None,0,0,0,0,5,0,org.apache.commons.lang3.Range$ComparableComparator.getClass:java.lang.Class()
<init>,2,None,0,0,0,0,7,0,javax.naming.InitialContext.<init>:void(java.util.Hashtable)
removeLocalOutboundSocket,6,None,0,0,0,0,15,0,org.jboss.as.test.integration.ejb.remote.common.EJBManagementUtil.removeLocalOutboundSocket:<unresolvedSignature>(5)
getCallbackHandler,1,None,0,0,0,0,5,0,org.jboss.as.arquillian.container.Authentication.getCallbackHandler:<unresolvedSignature>(0)
removeRemoteOutboundConnection,5,None,0,0,0,0,13,0,org.jboss.as.test.integration.ejb.remote.common.EJBManagementUtil.removeRemoteOutboundConnection:<unresolvedSignature>(4)
createLocalOutboundSocket,7,None,0,0,0,0,17,0,org.jboss.as.test.integration.ejb.remote.common.EJBManagementUtil.createLocalOutboundSocket:<unresolvedSignature>(6)
createRemoteOutboundConnection,7,None,0,0,0,0,17,0,org.jboss.as.test.integration.ejb.remote.common.EJBManagementUtil.createRemoteOutboundConnection:<unresolvedSignature>(6)
deploy,2,None,0,0,0,0,7,0,org.jboss.arquillian.container.test.api.Deployer.deploy:<unresolvedSignature>(1)
lookup,2,None,0,0,0,0,7,0,javax.naming.Context.lookup:<unresolvedSignature>(1)
echo,3,None,0,0,0,0,9,0,<unresolvedNamespace>.echo:<unresolvedSignature>(2)
undeploy,2,None,0,0,0,0,7,0,org.jboss.arquillian.container.test.api.Deployer.undeploy:<unresolvedSignature>(1)
info,3,None,0,0,0,0,9,0,org.jboss.logging.Logger.info:<unresolvedSignature>(2)
<init>,6,None,0,0,0,0,15,0,org.apache.commons.math3.genetics.GeneticAlgorithm.<init>:<unresolvedSignature>(5)
<init>,1,None,0,0,0,0,5,0,org.apache.commons.math3.genetics.OnePointCrossover.<init>:void()
<init>,2,None,0,0,0,0,7,0,org.apache.commons.math3.genetics.TournamentSelection.<init>:<unresolvedSignature>(1)
evolve,3,None,0,0,0,0,9,0,org.apache.commons.math3.genetics.GeneticAlgorithm.evolve:<unresolvedSignature>(2)
getFittestChromosome,1,None,0,0,0,0,5,0,org.apache.commons.math3.genetics.Population.getFittestChromosome:<unresolvedSignature>(0)
getGenerationsEvolved,1,None,0,0,0,0,5,0,org.apache.commons.math3.genetics.GeneticAlgorithm.getGenerationsEvolved:<unresolvedSignature>(0)
toString,1,None,0,0,0,0,5,0,org.apache.commons.math3.genetics.Chromosome.toString:<unresolvedSignature>(0)
randomAscii,2,None,0,0,0,0,7,0,org.apache.commons.lang3.RandomStringUtils.randomAscii:<unresolvedSignature>(1)
toObject,2,None,0,0,0,0,7,0,org.apache.commons.lang3.ArrayUtils.toObject:<unresolvedSignature>(1)
<init>,4,None,0,0,0,0,11,0,org.apache.commons.math3.genetics.ElitisticListPopulation.<init>:<unresolvedSignature>(3)
getRepresentation,1,None,0,0,0,0,5,0,org.apache.commons.math3.userguide.genetics.HelloWorldExample$StringChromosome.getRepresentation:<unresolvedSignature>(0)
charValue,1,None,0,0,0,0,5,0,java.lang.Character.charValue:char()
<init>,2,None,0,0,0,0,7,0,org.apache.commons.math3.genetics.InvalidRepresentationException.<init>:<unresolvedSignature>(1)
format,4,None,0,0,0,0,11,0,java.lang.String.format:<unresolvedSignature>(3)
getFitness,1,None,0,0,0,0,5,0,org.apache.commons.math3.userguide.genetics.HelloWorldExample$StringChromosome.getFitness:<unresolvedSignature>(0)
getRandomGenerator,1,None,0,0,0,0,5,0,org.apache.commons.math3.genetics.GeneticAlgorithm.getRandomGenerator:<unresolvedSignature>(0)
set,3,None,0,0,0,0,9,0,java.util.List.set:java.lang.Object(int,java.lang.Object)
fitness,1,None,0,0,0,0,5,0,org.apache.commons.math3.genetics.Chromosome.fitness:<unresolvedSignature>(0)
equals,4,None,0,0,0,0,11,0,org.apache.commons.math3.util.Precision.equals:<unresolvedSignature>(3)
getDeployment,2,None,0,0,0,0,7,0,org.jboss.arquillian.container.test.api.Deployer.getDeployment:<unresolvedSignature>(1)
adapt,2,None,0,0,0,0,7,0,org.osgi.framework.Bundle.adapt:<unresolvedSignature>(1)
getRevisions,1,None,0,0,0,0,5,0,org.osgi.framework.wiring.BundleRevisions.getRevisions:<unresolvedSignature>(0)
update,2,None,0,0,0,0,7,0,org.osgi.framework.Bundle.update:<unresolvedSignature>(1)
getWebUri,1,None,0,0,0,0,5,0,org.jboss.as.arquillian.container.ManagementClient.getWebUri:<unresolvedSignature>(0)
get,4,None,0,0,0,0,11,0,org.jboss.as.test.integration.common.HttpRequest.get:<unresolvedSignature>(3)
toExternalForm,1,None,0,0,0,0,5,0,java.net.URL.toExternalForm:java.lang.String()
newInstance,1,None,0,0,0,0,5,0,org.jboss.osgi.metadata.OSGiManifestBuilder.newInstance:<unresolvedSignature>(0)
addBundleSymbolicName,2,None,0,0,0,0,7,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addBundleSymbolicName:<unresolvedSignature>(1)
addBundleManifestVersion,2,None,0,0,0,0,7,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addBundleManifestVersion:<unresolvedSignature>(1)
addImportPackages,5,None,0,0,0,0,13,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addImportPackages:<unresolvedSignature>(4)
addImportPackages,2,None,0,0,0,0,7,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addImportPackages:<unresolvedSignature>(1)
openStream,1,None,0,0,0,0,5,0,org.jboss.osgi.metadata.OSGiManifestBuilder.openStream:<unresolvedSignature>(0)
addBundleVersion,2,None,0,0,0,0,7,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addBundleVersion:<unresolvedSignature>(1)
addImportPackages,4,None,0,0,0,0,11,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addImportPackages:<unresolvedSignature>(3)
addManifestHeader,3,None,0,0,0,0,9,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addManifestHeader:<unresolvedSignature>(2)
addExportPackages,2,None,0,0,0,0,7,0,org.jboss.osgi.metadata.OSGiManifestBuilder.addExportPackages:<unresolvedSignature>(1)
createSupport,2,None,0,0,0,0,7,0,<unresolvedNamespace>.createSupport:<unresolvedSignature>(1)
getDomainMasterLifecycleUtil,1,None,0,0,0,0,5,0,org.jboss.as.test.integration.domain.management.util.DomainTestSupport.getDomainMasterLifecycleUtil:<unresolvedSignature>(0)
getDomainSlaveLifecycleUtil,1,None,0,0,0,0,5,0,org.jboss.as.test.integration.domain.management.util.DomainTestSupport.getDomainSlaveLifecycleUtil:<unresolvedSignature>(0)
initializeTransformersExtension,2,None,0,0,0,0,7,0,org.jboss.as.test.integration.domain.extension.ExtensionSetup.initializeTransformersExtension:<unresolvedSignature>(1)
stopSupport,1,None,0,0,0,0,5,0,<unresolvedNamespace>.stopSupport:<unresolvedSignature>(0)
pathAddress,3,None,0,0,0,0,9,0,org.jboss.as.controller.PathAddress.pathAddress:<unresolvedSignature>(2)
getRunningServerAddress,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.getRunningServerAddress:<unresolvedSignature>(2)
getDomainClient,1,None,0,0,0,0,5,0,org.jboss.as.test.integration.domain.management.util.DomainLifecycleUtil.getDomainClient:<unresolvedSignature>(0)
executeForResult,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.executeForResult:<unresolvedSignature>(2)
create,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.create:<unresolvedSignature>(2)
create,2,None,0,0,0,0,7,0,org.jboss.as.controller.ModelVersion.create:<unresolvedSignature>(1)
exists,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.exists:<unresolvedSignature>(2)
executeForFailure,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.executeForFailure:<unresolvedSignature>(2)
createCompositeOperation,4,None,0,0,0,0,11,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.createCompositeOperation:<unresolvedSignature>(3)
createCompositeOperation,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.createCompositeOperation:<unresolvedSignature>(2)
execute,2,None,0,0,0,0,7,0,org.jboss.as.controller.client.helpers.domain.DomainClient.execute:<unresolvedSignature>(1)
get,9,None,0,0,0,0,21,0,org.jboss.dmr.ModelNode.get:<unresolvedSignature>(8)
add,2,None,0,0,0,0,7,0,org.jboss.dmr.ModelNode.add:<unresolvedSignature>(1)
get,10,None,0,0,0,0,23,0,org.jboss.dmr.ModelNode.get:<unresolvedSignature>(9)
isDefined,1,None,0,0,0,0,5,0,org.jboss.as.controller.PathAddress.isDefined:<unresolvedSignature>(0)
createOperation,3,None,0,0,0,0,9,0,org.jboss.as.test.integration.domain.suites.OperationTransformationTestCase.createOperation:<unresolvedSignature>(2)
getMajor,1,None,0,0,0,0,5,0,org.jboss.as.controller.ModelVersion.getMajor:<unresolvedSignature>(0)
getMinor,1,None,0,0,0,0,5,0,org.jboss.as.controller.ModelVersion.getMinor:<unresolvedSignature>(0)
getMicro,1,None,0,0,0,0,5,0,org.jboss.as.controller.ModelVersion.getMicro:<unresolvedSignature>(0)
valueOf,3,None,0,0,0,0,9,0,java.lang.Enum.valueOf:java.lang.Enum(java.lang.Class,java.lang.String)
suite,1,None,0,0,0,0,5,0,org.apache.commons.lang.text.TextTestSuite.suite:<unresolvedSignature>(0)
getClass,1,None,0,0,0,0,5,0,org.jboss.as.test.integration.ejb.interceptor.inject.SimpleInterceptor.getClass:java.lang.Class()
send,4,None,0,0,0,0,11,0,org.jboss.as.test.smoke.jms.auxiliary.SimplifiedMessageProducer.send:<unresolvedSignature>(3)
createSession,3,None,0,0,0,0,9,0,<unresolvedNamespace>.createSession:<unresolvedSignature>(2)
createProducer,2,None,0,0,0,0,7,0,<unresolvedNamespace>.createProducer:<unresolvedSignature>(1)
createTextMessage,2,None,0,0,0,0,7,0,<unresolvedNamespace>.createTextMessage:<unresolvedSignature>(1)
setJMSDeliveryMode,2,None,0,0,0,0,7,0,<unresolvedNamespace>.setJMSDeliveryMode:<unresolvedSignature>(1)
send,2,None,0,0,0,0,7,0,<unresolvedNamespace>.send:<unresolvedSignature>(1)
setPersistenceProviderResolver,2,None,0,0,0,0,7,0,<unresolvedNamespace>.setPersistenceProviderResolver:<unresolvedSignature>(1)
getInstance,1,None,0,0,0,0,5,0,org.jboss.as.jpa.persistenceprovider.PersistenceProviderResolverImpl.getInstance:<unresolvedSignature>(0)
putPersistenceProviderAdaptor,3,None,0,0,0,0,9,0,org.jboss.as.jpa.persistenceprovider.PersistenceProviderAdapterRegistry.putPersistenceProviderAdaptor:<unresolvedSignature>(2)
<init>,1,None,0,0,0,0,5,0,org.jboss.as.jpa.hibernate.HibernatePersistenceProviderAdaptor.<init>:void()
addDeploymentProcessor,4,None,0,0,0,0,11,0,org.jboss.as.server.BootOperationContext.addDeploymentProcessor:<unresolvedSignature>(3)
<init>,1,None,0,0,0,0,5,0,org.jboss.as.jpa.processor.PersistenceUnitParseProcessor.<init>:void()
<init>,1,None,0,0,0,0,5,0,org.jboss.as.jpa.processor.JPAAnnotationParseProcessor.<init>:void()
<init>,1,None,0,0,0,0,5,0,org.jboss.as.jpa.processor.JPADependencyProcessor.<init>:void()
<init>,1,None,0,0,0,0,5,0,org.jboss.as.jpa.processor.PersistenceRefProcessor.<init>:void()
<init>,1,None,0,0,0,0,5,0,org.jboss.as.jpa.processor.PersistenceUnitDeploymentProcessor.<init>:void()
getSubModel,1,None,0,0,0,0,5,0,org.jboss.as.controller.OperationContext.getSubModel:<unresolvedSignature>(0)
handleResultComplete,1,None,0,0,0,0,5,0,org.jboss.as.controller.ResultHandler.handleResultComplete:<unresolvedSignature>(0)
<init>,2,None,0,0,0,0,7,0,org.jboss.as.controller.BasicOperationResult.<init>:<unresolvedSignature>(1)
doSomething,1,None,0,0,0,0,5,0,<unresolvedNamespace>.DoSomethingView.doSomething:<unresolvedSignature>(0)
getClass,1,None,0,0,0,0,5,0,org.jboss.as.test.integration.ejb.singleton.startup.SingletonB.getClass:java.lang.Class()
create,2,None,0,0,0,0,7,0,org.jboss.shrinkwrap.api.ArchivePaths.create:<unresolvedSignature>(1)
sendWithDefaultJMSConnectionFactory,3,None,0,0,0,0,9,0,org.jboss.as.test.smoke.jms.auxiliary.SimplifiedMessageProducer.sendWithDefaultJMSConnectionFactory:<unresolvedSignature>(2)
sendWithRegularConnectionFactory,3,None,0,0,0,0,9,0,org.jboss.as.test.smoke.jms.auxiliary.SimplifiedMessageProducer.sendWithRegularConnectionFactory:<unresolvedSignature>(2)
createConsumer,2,None,0,0,0,0,7,0,javax.jms.Session.createConsumer:<unresolvedSignature>(1)
start,1,None,0,0,0,0,5,0,javax.jms.Connection.start:<unresolvedSignature>(0)
receive,2,None,0,0,0,0,7,0,javax.jms.MessageConsumer.receive:<unresolvedSignature>(1)
assertNotNull,2,None,0,0,0,0,7,0,org.jboss.as.test.smoke.jms.DefaultJMSConnectionFactoryTest.assertNotNull:<unresolvedSignature>(1)
assertTrue,2,None,0,0,0,0,7,0,org.jboss.as.test.smoke.jms.DefaultJMSConnectionFactoryTest.assertTrue:<unresolvedSignature>(1)
assertEquals,3,None,0,0,0,0,9,0,org.jboss.as.test.smoke.jms.DefaultJMSConnectionFactoryTest.assertEquals:<unresolvedSignature>(2)
fail,1,None,0,0,0,0,5,0,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtilsTest.fail:<unresolvedSignature>(0)
solve,5,None,0,0,0,0,13,0,<unresolvedNamespace>.solve:<unresolvedSignature>(4)
fail,2,None,0,0,0,0,7,0,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtilsTest.fail:<unresolvedSignature>(1)
assertEquals,4,None,0,0,0,0,11,0,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtilsTest.assertEquals:<unresolvedSignature>(3)
bracket,5,None,0,0,0,0,13,0,<unresolvedNamespace>.bracket:<unresolvedSignature>(4)
assertTrue,2,None,0,0,0,0,7,0,org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtilsTest.assertTrue:<unresolvedSignature>(1)
